Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,BP,Comm,Graph
GO_Biological_Process_2018,cell cycle G2/M phase transition (GO:0044839),18/127,6.67E-06,0.000362223,0,0,3.798364579,45.26579934,DYNC1H1;DCTN2;ODF2;TUBB;MBD1;DCTN3;CSNK1D;TUBG1;TUBB4B;TUBA4A;ACTR1A;PPP2R1A;PPME1;ENSA;CEP250;PRKACA;LCMT1;CLASP1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of macroautophagy (GO:0016241),17/116,7.58E-06,0.000397386,0,0,3.947009297,46.53304499,EXOC7;RAB1B;PRKAG1;SUPT5H;ATG13;PINK1;LARP1;CDK5;ULK1;ATP13A2;LAMTOR2;CAPN1;PRKACA;ATP6V0D1;ATP6V0E2;ATP6V0C;ATP6V0A1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of mRNA stability (GO:0043488),18/128,7.47E-06,0.000397386,0,0,3.763636364,44.43068401,PSMA7;TBRG4;PSMD8;PSMB6;PSMD9;EXOSC5;LARP1;FXR2;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;EXOSC2;EIF4G1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031146),13/72,8.88E-06,0.000455955,0,0,5.050867805,58.74781249,PSMA7;FBXO31;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,respiratory electron transport chain (GO:0022904),15/94,9.00E-06,0.000455955,0,0,4.358406069,50.63620907,COX8A;NDUFA9;NDUFA13;NDUFB8;NDUFB11;COX4I1;NDUFA10;NDUFB2;NDUFC2;UQCRQ;NDUFS5;NDUFAB1;UQCRC1;CYC1;NDUFV1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,ribonucleoprotein complex assembly (GO:0022618),20/156,9.87E-06,0.000491711,0,0,3.385913688,39.02614054,DYNC1H1;HSP90AB1;MRPS11;PPAN;MRPS7;LSM4;SNUPN;MRPL11;MRPL20;XAB2;PRPF6;SART3;SNRPD2;EIF6;EIF4H;MAPT;TXNL4A;SNRNP200;SNRPB;SF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,interleukin-1-mediated signaling pathway (GO:0070498),15/95,1.03E-05,0.000503787,0,0,4.303700361,49.43017489,PSMA7;PSMD8;RPS6KA4;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;TOLLIP;PSMD3;PSMF1;MAPK3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of canonical Wnt signaling pathway (GO:0060828),24/213,1.26E-05,0.000609111,0,0,2.929749353,33.04657615,GSK3A;DAPK3;CSNK1D;PSMA7;AES;PPP1CA;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;RUVBL2;PSMD3;HECW1;RUVBL1;DVL3;PIN1;PSMF1;RNF220;ANAPC2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,intracellular protein transport (GO:0006886),33/347,1.31E-05,0.000620633,0,0,2.435424354,27.38676425,NAPA;POM121;COPA;TBC1D9B;RAB3A;RAB1B;KATNB1;PHB2;PKD1;GGA3;TMED3;ARFIP2;STX5;STX4;TBC1D22A;TNPO2;TBC1D10B;RANBP1;TMED9;RANBP3;RAB4B;AP3D1;RABL2A;RABL2B;NUTF2;MCM3AP;CTTN;SNX17;CDC37;GIPC1;RAB35;ERP29;VPS28,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,mitochondrial gene expression (GO:0140053),10/45,1.44E-05,0.000667142,0,0,6.53417635,72.83634164,MRPL2;MRPS11;MRPS12;MRPS34;MRPS2;MRPS18A;HARS;MRPL12;MRPS7;MRPL57,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of defense response to virus by virus (GO:0050690),8/28,1.45E-05,0.000667142,0,0,9.133174224,101.7630782,ARF1;PACS1;AP2S1;AP1B1;ELMO1;AP1S1;AP2A2;AP2M1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of hematopoietic stem cell differentiation (GO:1902036),13/76,1.64E-05,0.000742592,0,0,4.729186913,52.11542587,LDB1;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",10/46,1.77E-05,0.000792434,0,0,6.352339181,69.49571805,NDUFA9;NDUFB8;NDUFA13;NDUFB11;NDUFS5;NDUFA10;NDUFAB1;NDUFB2;NDUFC2;NDUFV1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of hematopoietic progenitor cell differentiation (GO:1901532),13/77,1.89E-05,0.000822456,0,0,4.65504952,50.6190292,LDB1;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,autophagosome organization (GO:1905037),11/56,1.89E-05,0.000822456,0,0,5.59411843,60.83946031,ATG16L1;RAB1B;ATG9A;RAB35;KIAA1324;ULK1;ATP13A2;WIPI2;AMBRA1;ATG13;ATG7,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,IRE1-mediated unfolded protein response (GO:0036498),11/57,2.26E-05,0.000965216,0,0,5.472220776,58.55146506,TSPYL2;MYDGF;KLHDC3;GSK3A;EXTL1;ASNA1;PPP2R5B;HYOU1;ATP6V0D1;EXTL3;ARFGAP1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,mitotic cell cycle phase transition (GO:0044772),24/221,2.34E-05,0.000986681,0,0,2.809589092,29.96084399,CDKN2D;RANBP1;DYNC1H1;RANBP3;DCTN2;ODF2;TUBB;MBD1;DCTN3;CSNK1D;TUBG1;TUBB4B;TUBA4A;ACTR1A;PPP2R1A;PPME1;UBE2S;ENSA;CHMP2A;CEP250;PRKACA;LCMT1;CHMP7;CLASP1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,negative regulation of mitotic cell cycle phase transition (GO:1901991),13/79,2.52E-05,0.001047886,0,0,4.513514497,47.79723975,PRMT2;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of Wnt signaling pathway (GO:0030177),18/140,2.61E-05,0.001070433,0,0,3.391304348,35.7949136,DAPK3;CSNK1D;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;RUVBL1;PSMD3;PIN1;PSMF1;ATP6V0C;RNF220,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,autophagosome assembly (GO:0000045),11/58,2.68E-05,0.001084951,0,0,5.355510256,56.3828991,ATG16L1;RAB1B;ATG9A;RAB35;KIAA1324;MFN2;ULK1;WIPI2;AMBRA1;ATG13;ATG7,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,neuron projection development (GO:0031175),20/167,2.72E-05,0.001086891,0,0,3.130734134,32.91335892,CNTNAP1;PRMT1;STMN2;STMN3;BICDL1;L1CAM;PQBP1;GAP43;CDK5;CTTN;STK25;DLG4;RAB35;ULK1;MAPT;NCDN;NPTXR;ZNF335;NBL1;PACSIN1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,NIK/NF-kappaB signaling (GO:0038061),13/80,2.89E-05,0.001140902,0,0,4.44591568,46.46610831,PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;UBE2M,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of catabolic process (GO:0009896),11/62,5.12E-05,0.001996237,0,0,4.934437008,48.74763036,DDB1;GSK3A;NDUFA13;FZR1;HECW1;STX5;WWP2;OAZ1;ATG7;VPS28;ANAPC2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of intracellular protein transport (GO:0033157),8/33,5.36E-05,0.002063409,0,0,7.304630072,71.82812127,BCAS3;RIPOR1;B3GAT3;MBD1;ATP13A2;OAZ1;VAMP2;NDEL1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,negative regulation of canonical Wnt signaling pathway (GO:0090090),18/148,5.51E-05,0.002092714,0,0,3.181270903,31.19729413,GSK3A;PSMA7;AES;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;RUVBL2;PSMD2;PSME3;PSMD3;HECW1;DVL3;PSMF1;ANAPC2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,mitochondrial respiratory chain complex assembly (GO:0033108),14/97,5.64E-05,0.002116728,0,0,3.866340361,37.8233183,NDUFA9;COA3;NDUFA13;NDUFB8;NDUFB11;NDUFA10;NDUFB2;NDUFC2;ECSIT;SAMM50;NDUFS5;SDHAF1;NDUFAB1;NDUFV1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,viral process (GO:0016032),23/220,6.23E-05,0.002308646,0,0,2.689251284,26.04179158,RANBP1;POM121;ARF1;CTBP1;RAB1B;MRPS12;VPS4A;AP1B1;AP2A2;GRK2;PACS1;AP2S1;ELMO1;PI4KA;CHMP2A;EIF3G;AP1S1;CHMP3;EIF3F;GAS6;CHMP7;VPS28;AP2M1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",12/75,6.81E-05,0.002452599,0,0,4.360169008,41.83203379,PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;PSMA7,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,NADH dehydrogenase complex assembly (GO:0010257),11/64,6.94E-05,0.002452599,0,0,4.747734719,45.46213962,NDUFA9;NDUFA13;NDUFB8;NDUFB11;NDUFS5;NDUFA10;NDUFAB1;NDUFB2;NDUFC2;ECSIT;NDUFV1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,mitochondrial respiratory chain complex I biogenesis (GO:0097031),11/64,6.94E-05,0.002452599,0,0,4.747734719,45.46213962,NDUFA9;NDUFA13;NDUFB8;NDUFB11;NDUFS5;NDUFA10;NDUFAB1;NDUFB2;NDUFC2;ECSIT;NDUFV1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,mitochondrial respiratory chain complex I assembly (GO:0032981),11/64,6.94E-05,0.002452599,0,0,4.747734719,45.46213962,NDUFA9;NDUFA13;NDUFB8;NDUFB11;NDUFS5;NDUFA10;NDUFAB1;NDUFB2;NDUFC2;ECSIT;NDUFV1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,transmembrane transport (GO:0055085),33/378,7.23E-05,0.00252498,0,0,2.212941869,21.10017428,SLC41A3;ATP1A3;ABCB8;ATP1A1;RNF5;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;OS9;PSMB2;SLC22A17;PSMD2;PSMD3;ANXA6;PSMF1;ATP6V0E2;GABRD;ATP6V0A1;CHRNB2;DMTN;ATP6AP1;ATP2B3;CLCN6;PSMC3;PSMC4;PSME3;FKBP1B;FXYD6;ATP13A2;ATP6V0D1;ATP6V0C,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,protein targeting to mitochondrion (GO:0006626),10/54,7.67E-05,0.002647059,0,0,5.195193562,49.23096827,FIS1;NDUFA13;NDUFB8;TOMM40;SAMM50;AIP;TIMM17B;MFN2;PMPCA;TIMM50,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of stem cell differentiation (GO:2000736),13/88,8.07E-05,0.00275494,0,0,3.970020008,37.41746625,LDB1;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of primary metabolic process (GO:0080090),17/139,8.20E-05,0.002767577,0,0,3.199034982,30.10054274,EDF1;OAZ1;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;SIN3B;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;CARM1;PSMD3;PSAP;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),12/78,0.000100856,0.003295705,0,0,4.161325485,38.29176644,PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;PSMA7,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,microtubule polymerization (GO:0046785),7/27,9.98E-05,0.003295705,0,0,7.982002384,73.52907209,CSNK1D;TPPP;TUBG2;MAPT;TUBG1;CLASP1;NDEL1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),12/78,0.000100856,0.003295705,0,0,4.161325485,38.29176644,PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;PSMA7,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of protein transport (GO:0051222),10/56,0.000105665,0.003416134,0,0,4.968795507,45.49048964,ACHE;BCAS3;RIPOR1;B3GAT3;MBD1;ATP13A2;OAZ1;MYH10;VPS28;VAMP2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,cellular protein complex assembly (GO:0043623),17/144,0.000127365,0.004074328,0,0,3.072281375,27.55362114,HSP90AB1;GPX4;SRC;ADRM1;CLTB;ARL2;TBCC;CLTA;MAPK8IP2;PSMD8;CAND2;SAMM50;LONP1;CHMP2A;AP2S1;EIF4H;CHMP3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,plasma membrane bounded cell projection organization (GO:0120036),15/118,0.000136714,0.004327853,0,0,3.338649189,29.70602941,PRMT1;TPM1;STMN2;STMN3;BICDL1;L1CAM;PQBP1;CDK5;CTTN;RAB35;ARFIP2;ULK1;MAPT;NCDN;NPTXR,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of endocytosis (GO:0030100),11/69,0.000140468,0.004400857,0,0,4.337311584,38.47424744,SCAMP5;CLIP3;RUBCN;LRPAP1;RAB4B;SRC;SNX17;FLOT1;AP2S1;ARFGAP1;PACSIN1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,cellular protein localization (GO:0034613),29/327,0.000148163,0.004594579,0,0,2.245997388,19.80339572,NAPA;COPA;CNTNAP1;TBC1D9B;RAB3A;RAB1B;GGA3;TMED3;ARFIP2;MFN2;STX5;CEP250;STX4;TBC1D22A;TBC1D10B;PACSIN1;TMED9;RAB4B;ATG9A;AP3D1;RABL2A;RABL2B;WIPI2;ATG13;CTTN;SNX17;RAB35;ERP29;LAMTOR2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of mitochondrion organization (GO:0010821),9/48,0.000157789,0.004843657,0,0,5.270195754,46.13660701,FIS1;GSK3A;RHOT2;PINK1;HAX1;RUVBL1;ATP13A2;MAPT;SREBF2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of histone acetylation (GO:0035066),6/21,0.000176816,0.005373437,0,0,9.113809524,78.74696945,RPS6KA4;SMARCB1;WBP2;PIH1D1;RUVBL2;MAPK3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,clathrin-dependent endocytosis (GO:0072583),8/39,0.000189847,0.00561416,0,0,5.888982986,50.46442269,SYT5;CDK5;CLTB;AP2S1;CLTA;AP2A2;AP2M1;PACSIN1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,mitochondrial transport (GO:0006839),16/135,0.000190279,0.00561416,0,0,3.083527387,26.41663469,FIS1;STOML2;NDUFB8;TOMM40;AIP;SPG7;TIMM50;PINK1;SAMM50;TIMM17B;MFN2;CYC1;SLC25A4;SLC25A11;SLC25A22;BCL2L1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of proteasomal protein catabolic process (GO:0061136),8/39,0.000189847,0.00561416,0,0,5.888982986,50.46442269,PRKCG;PINK1;PSME3;RAD23A;PSMF1;PRKACA;PKD1;USP19,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of actin cytoskeleton reorganization (GO:2000249),7/30,0.000204899,0.005987374,0,0,6.939783386,58.93954692,TRPM2;BCAS3;HAX1;CDK5;ARHGDIA;DAPK3;PTK2B,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,tumor necrosis factor-mediated signaling pathway (GO:0033209),15/123,0.000217956,0.006308257,0,0,3.183246423,26.8386488,PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;TRAF3;PSMC4;PSMD2;PSME3;PSMD3;CDIP1;PTK2B;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of vesicle-mediated transport (GO:0060627),16/138,0.000245548,0.007039818,0,0,3.007228916,24.99614003,RAB3A;TBC1D9B;RAB4B;SRC;CPLX2;ARFGAP1;PINK1;SNX17;AP2S1;CHMP3;STX4;TBC1D22A;VAMP2;TBC1D10B;PACSIN1;MAPK3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of dendritic spine development (GO:0060998),7/31,0.000255079,0.007177638,0,0,6.650278109,55.02398563,ARHGAP44;PTPRS;FXR2;SIPA1L1;CDK5;CFL1;LZTS3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of protein dephosphorylation (GO:0035307),7/31,0.000255079,0.007177638,0,0,6.650278109,55.02398563,ANKLE2;HSP90AB1;PPP1R7;SYMPK;PIN1;CALM3;DUSP26,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of organelle organization (GO:0033043),14/113,0.00029655,0.00826804,0,0,3.23875777,26.30938059,FIS1;TMED9;TBC1D9B;STMN2;STMN3;RHOT2;EHD3;PINK1;STX5;ATP13A2;MAPT;TBC1D22A;TBC1D10B;MAPK3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,endosomal transport (GO:0016197),22/229,0.00030171,0.008335418,0,0,2.44379954,19.80954921,MGRN1;DENND1A;VPS33A;GBF1;VPS4A;ARFRP1;EHD3;VPS51;SNX17;VPS53;RAB35;TOM1;CHMP2A;STX5;UBE2O;CHMP3;RAB11FIP3;CHMP7;VPS39;VPS28;TBC1D10B;VPS16,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,neutrophil degranulation (GO:0043312),37/479,0.000328378,0.008990462,0,0,1.936204129,15.53096062,GPI;PDXK;RAB3A;HSP90AB1;AP2A2;TRPM2;SYNGR1;ACTR1B;PSMD2;PSMD3;PSAP;TOM1;SIRPA;CAPN1;ATG7;CTSD;HMOX2;ATP6V0A1;CTSB;DYNC1H1;RAB4B;PTPRN2;PTGES2;TUBB;NDUFC2;PDAP1;PA2G4;KCNAB2;TUBB4B;EEF2;DDOST;PKM;PSMC3;TOLLIP;CSNK2B;LAMTOR2;ATP6V0C,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,neutrophil activation involved in immune response (GO:0002283),37/483,0.000384994,0.010363788,0,0,1.918428886,15.0832319,GPI;PDXK;RAB3A;HSP90AB1;AP2A2;TRPM2;SYNGR1;ACTR1B;PSMD2;PSMD3;PSAP;TOM1;SIRPA;CAPN1;ATG7;CTSD;HMOX2;ATP6V0A1;CTSB;DYNC1H1;RAB4B;PTPRN2;PTGES2;TUBB;NDUFC2;PDAP1;PA2G4;KCNAB2;TUBB4B;EEF2;DDOST;PKM;PSMC3;TOLLIP;CSNK2B;LAMTOR2;ATP6V0C,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,protein transmembrane import into intracellular organelle (GO:0044743),8/43,0.00038536,0.010363788,0,0,5.214865326,40.99579535,PEX16;NDUFA13;TOMM40;SAMM50;TIMM17B;PEX14;PEX26;TIMM50,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of neuronal synaptic plasticity (GO:0048168),6/24,0.000393429,0.01048799,0,0,7.593650794,59.53885307,SYNGR1;RAB3A;DLG4;SYP;DBN1;PPFIA3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of cellular protein localization (GO:1903829),10/66,0.000427777,0.011147658,0,0,4.079374573,31.6433384,BCAS3;RIPOR1;HSP90AB1;B3GAT3;MBD1;CEP250;STX4;MAPT;OAZ1;VAMP2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,negative regulation of Wnt signaling pathway (GO:0030178),18/174,0.000430029,0.011147658,0,0,2.647435897,20.52201945,GSK3A;PSMA7;AES;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;RUVBL2;PSMD2;PSME3;PSMD3;HECW1;DVL3;PSMF1;ANAPC2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,peptidyl-serine phosphorylation (GO:0018105),16/145,0.000431131,0.011147658,0,0,2.842999907,22.03068602,PRKCG;MAST3;MAST2;DAPK3;MAST1;CSNK1D;PRKCZ;PKD1;PINK1;GRK2;CDK5;CAMKV;PHKG2;ULK1;PRKACA;GAS6,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,protein complex assembly (GO:0006461),19/189,0.000432848,0.011147658,0,0,2.56558788,19.87079896,NAPA;KMT2D;TRAPPC3;STOML2;PEF1;RAB1B;AMFR;CSNK1D;TRAPPC9;CX3CL1;SLC9A1;GRHPR;KAT5;TRIM28;RUVBL1;STX5;NLRP1;MAPT;MEN1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,neutrophil mediated immunity (GO:0002446),37/487,0.000450148,0.011302864,0,0,1.900969647,14.64874856,GPI;PDXK;RAB3A;HSP90AB1;AP2A2;TRPM2;SYNGR1;ACTR1B;PSMD2;PSMD3;PSAP;TOM1;SIRPA;CAPN1;ATG7;CTSD;HMOX2;ATP6V0A1;CTSB;DYNC1H1;RAB4B;PTPRN2;PTGES2;TUBB;NDUFC2;PDAP1;PA2G4;KCNAB2;TUBB4B;EEF2;DDOST;PKM;PSMC3;TOLLIP;CSNK2B;LAMTOR2;ATP6V0C,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of focal adhesion assembly (GO:0051893),8/44,0.000453751,0.011302864,0,0,5.069742774,39.0266865,BCAS3;DMTN;LDB1;SRC;DAPK3;THY1;CLASP1;SLC9A1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of dendrite morphogenesis (GO:0048814),8/44,0.000453751,0.011302864,0,0,5.069742774,39.0266865,ARHGAP44;CHRNB2;FXR2;SIPA1L1;CDK5;CFL1;HECW1;LZTS3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of intracellular transport (GO:0032388),8/44,0.000453751,0.011302864,0,0,5.069742774,39.0266865,DYNC1H1;BCAS3;GSK3A;RIPOR1;B3GAT3;MBD1;OAZ1;VAMP2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of axon extension (GO:0030516),7/34,0.000467263,0.011544812,0,0,5.910431289,45.32484288,OLFM1;PTPRS;CTTN;LIMK1;TWF2;MAPT;L1CAM,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,cellular response to hypoxia (GO:0071456),15/132,0.000471217,0.011548608,0,0,2.936992811,22.49793059,PSMA7;PSMD8;PSMB6;PSMD9;PINK1;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;HYOU1;STUB1;PSMF1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of synaptic transmission (GO:0050806),10/67,0.000484075,0.011768828,0,0,4.007596743,30.59107189,MPP2;CLSTN3;DLG4;CLSTN1;FLOT1;KCTD13;PTK2B;STX4;PRKCZ;VAMP2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,protein depolymerization (GO:0051261),6/25,0.000499292,0.012042443,0,0,7.193609023,54.68811663,VPS4A;CFL1;TWF2;STMN2;STMN3;KATNB1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,microtubule nucleation (GO:0007020),5/17,0.000541293,0.012718416,0,0,9.483749505,71.33249513,CSNK1D;TUBG2;TUBG1;CLASP1;NDEL1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),12/93,0.000542477,0.012718416,0,0,3.388045119,25.47594881,PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;PSMA7,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,proteolysis involved in cellular protein catabolic process (GO:0051603),12/93,0.000542477,0.012718416,0,0,3.388045119,25.47594881,DDB1;PSMB6;UBL4A;PSMB5;PSMB2;VPS4A;LONP1;NEDD8;STUB1;CTSF;PSMA7;CTSB,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,low-density lipoprotein particle receptor catabolic process (GO:0032802),4/10,0.000544059,0.012718416,0,0,15.16072842,113.9549117,AP2S1;CLTA;AP2A2;AP2M1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of protein catabolic process (GO:0045732),11/81,0.000589588,0.013677533,0,0,3.591514115,26.70681201,DDB1;GSK3A;NDUFA13;FZR1;HECW1;STX5;WWP2;OAZ1;ATG7;VPS28;ANAPC2,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,stimulatory C-type lectin receptor signaling pathway (GO:0002223),14/121,0.000599882,0.013810922,0,0,2.995349569,22.22183174,SRC;PSMA7;PSMD8;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;PSMD3;PSMF1;PRKACA,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,tRNA aminoacylation for protein translation (GO:0006418),8/46,0.000620059,0.014168125,0,0,4.802411757,35.46914959,YARS;LRRC47;VARS;SARS;TARS2;HARS;FARSA;AARS,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,cellular response to interleukin-1 (GO:0071347),16/150,0.000628287,0.014248997,0,0,2.736198525,20.17265862,CX3CL1;PSMA7;PSMD8;RPS6KA4;PSMB6;PSMD9;PSMB5;PSMB2;PSMC3;PSMC4;PSMD2;PSME3;TOLLIP;PSMD3;PSMF1;MAPK3,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,modulation of chemical synaptic transmission (GO:0050804),11/82,0.000655393,0.014753622,0,0,3.540743864,25.95462859,CHRNB2;UNC13A;CDK5;CLSTN3;DLG4;GRIK5;CLSTN1;KCTD13;MAPK8IP2;CPLX2;SYN1,GO_Biological_Process_2018,c2,AD
GO_Biological_Process_2018,positive regulation of intracellular protein transport (GO:0090316),16/152,0.000726384,0.016112994,0,0,2.695676825,19.4828213,FIS1;BCAS3;RIPOR1;GSK3A;B3GAT3;MBD1;ATG13;OAZ1;WDR46;SREBF2;PSMD8;UBL5;PINK1;RUVBL1;GAS6;VAMP2,GO_Biological_Process_2018,c2,AD
